ISO2,Country,Region,Income,Year,GDP,Population
FI,Finland,Europe & Central Asia,High income,2007,2.55385E+11,5288720
FR,France,Europe & Central Asia,High income,2007,2.65721E+12,64016227
GB,United Kingdom,Europe & Central Asia,High income,2007,3.047E+12,61322463
GE,Georgia,Europe & Central Asia,Lower middle income,2007,10172869674,3860158
GR,Greece,Europe & Central Asia,High income,2007,3.18498E+11,11048473
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2007,2.11597E+11,6916300
HR,Croatia,Europe & Central Asia,High income,2007,60093896109,4310217
HU,Hungary,Europe & Central Asia,High income,2007,1.39851E+11,10055780
ID,Indonesia,East Asia & Pacific,Lower middle income,2007,4.32217E+11,232989141
IE,Ireland,Europe & Central Asia,High income,2007,2.69918E+11,4398942
IS,Iceland,Europe & Central Asia,High income,2007,21319946740,311566
IL,Israel,Middle East & North Africa,High income,2007,1.78707E+11,7180100
IT,Italy,Europe & Central Asia,High income,2007,2.20305E+12,58438310
JO,Jordan,Middle East & North Africa,Upper middle income,2007,17110587447,6193191
JP,Japan,East Asia & Pacific,High income,2007,4.51526E+12,128001000
KR,"Korea, Rep.",East Asia & Pacific,High income,2007,1.12268E+12,48683638
XK,Kosovo,Europe & Central Asia,Lower middle income,2007,4655899261,1733404
LB,Lebanon,Middle East & North Africa,Upper middle income,2007,24873482492,4086466
LT,Lithuania,Europe & Central Asia,High income,2007,39484531263,3231294
LU,Luxembourg,Europe & Central Asia,High income,2007,50888134410,479993
LV,Latvia,Europe & Central Asia,High income,2007,30901399261,2200325
MO,"Macao SAR, China",East Asia & Pacific,High income,2007,18340447243,503823
MD,Moldova,Europe & Central Asia,Lower middle income,2007,4401154128,3576910
MX,Mexico,Latin America & Caribbean,Upper middle income,2007,1.0527E+12,111836346
MK,FYROM,Europe & Central Asia,Upper middle income,2007,8371072675,2065458
MT,Malta,Middle East & North Africa,High income,2007,7880509171,406724
ME,Montenegro,Europe & Central Asia,Upper middle income,2007,3635487298,615875
NL,Netherlands,Europe & Central Asia,High income,2007,8.39019E+11,16381696
NO,Norway,Europe & Central Asia,High income,2007,4.01083E+11,4709153
NZ,New Zealand,East Asia & Pacific,High income,2007,1.37316E+11,4223800
PE,Peru,Latin America & Caribbean,Upper middle income,2007,1.02171E+11,28292724
PL,Poland,Europe & Central Asia,High income,2007,4.29064E+11,38120560
PT,Portugal,Europe & Central Asia,High income,2007,2.40169E+11,10542964
AR,Argentina,Latin America & Caribbean,High income,2007,2.87531E+11,39970224
QA,Qatar,Middle East & North Africa,High income,2007,79712087912,1189633
CN,China,East Asia & Pacific,Upper middle income,2007,3.55218E+12,1317885000
RO,Romania,Europe & Central Asia,Upper middle income,2007,1.75934E+11,20882982
RU,Russian Federation,Europe & Central Asia,Upper middle income,2007,1.30046E+12,142805088
SG,Singapore,East Asia & Pacific,High income,2007,1.78216E+11,4588599
SK,Slovak Republic,Europe & Central Asia,High income,2007,86304245825,5374622
SI,Slovenia,Europe & Central Asia,High income,2007,48114688201,2018122
SE,Sweden,Europe & Central Asia,High income,2007,4.87816E+11,9148092
TH,Thailand,East Asia & Pacific,Upper middle income,2007,2.62943E+11,66195615
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2007,21641620050,1309260
TN,Tunisia,Middle East & North Africa,Lower middle income,2007,38908069299,10298087
TR,Turkey,Europe & Central Asia,Upper middle income,2007,6.77927E+11,69597281
UY,Uruguay,Latin America & Caribbean,High income,2007,23410572634,3339741
US,United States,North America,High income,2007,1.45201E+13,301231207
VN,Vietnam,East Asia & Pacific,Lower middle income,2007,77414425532,85889590
AL,Albania,Europe & Central Asia,Upper middle income,2008,12881353508,2947314
AE,United Arab Emirates,Middle East & North Africa,High income,2008,3.15475E+11,6894278
AU,Australia,East Asia & Pacific,High income,2008,1.05258E+12,21249200
AT,Austria,Europe & Central Asia,High income,2008,4.30294E+11,8321496
BE,Belgium,Europe & Central Asia,High income,2008,5.18626E+11,10709973
BG,Bulgaria,Europe & Central Asia,Upper middle income,2008,54409138498,7492561
BR,Brazil,Latin America & Caribbean,Upper middle income,2008,1.69582E+12,192979029
CA,Canada,North America,High income,2008,1.54913E+12,33245773
CH,Switzerland,Europe & Central Asia,High income,2008,5.54363E+11,7647675
CL,Chile,Latin America & Caribbean,High income,2008,1.79638E+11,16661942
CO,Colombia,Latin America & Caribbean,Upper middle income,2008,2.41711E+11,44901544
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2008,30612932876,4429508
CZ,Czech Republic,Europe & Central Asia,High income,2008,2.35719E+11,10384603
DE,Germany,Europe & Central Asia,High income,2008,3.75237E+12,82110097
DK,Denmark,Europe & Central Asia,High income,2008,3.52698E+11,5493621
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2008,48288967303,9636520
DZ,Algeria,Middle East & North Africa,Upper middle income,2008,1.6992E+11,34860715
ES,Spain,Europe & Central Asia,High income,2008,1.63502E+12,45954106
EE,Estonia,Europe & Central Asia,High income,2008,24194039256,1337090
FI,Finland,Europe & Central Asia,High income,2008,2.83742E+11,5313399
FR,France,Europe & Central Asia,High income,2008,2.91838E+12,64374989
GB,United Kingdom,Europe & Central Asia,High income,2008,2.89056E+12,61806995
GE,Georgia,Europe & Central Asia,Lower middle income,2008,12795044475,3848449
GR,Greece,Europe & Central Asia,High income,2008,3.54461E+11,11077841
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2008,2.1928E+11,6957800
HR,Croatia,Europe & Central Asia,High income,2008,70474602564,4309705
HU,Hungary,Europe & Central Asia,High income,2008,1.57066E+11,10038188
ID,Indonesia,East Asia & Pacific,Lower middle income,2008,5.10229E+11,236159276
IE,Ireland,Europe & Central Asia,High income,2008,2.7502E+11,4489544
IS,Iceland,Europe & Central Asia,High income,2008,17658408759,317414
IL,Israel,Middle East & North Africa,High income,2008,2.1584E+11,7308800
IT,Italy,Europe & Central Asia,High income,2008,2.39228E+12,58826731
JO,Jordan,Middle East & North Africa,Upper middle income,2008,21883616275,6489822
JP,Japan,East Asia & Pacific,High income,2008,5.03791E+12,128063000
KR,"Korea, Rep.",East Asia & Pacific,High income,2008,1.00222E+12,49054708
XK,Kosovo,Europe & Central Asia,Lower middle income,2008,5687417607,1747383
LB,Lebanon,Middle East & North Africa,Upper middle income,2008,29227542760,4111047
LT,Lithuania,Europe & Central Asia,High income,2008,47850551149,3198231
LU,Luxembourg,Europe & Central Asia,High income,2008,56210985126,488650
LV,Latvia,Europe & Central Asia,High income,2008,35596016664,2177322
MO,"Macao SAR, China",East Asia & Pacific,High income,2008,20917444920,514348
MD,Moldova,Europe & Central Asia,Lower middle income,2008,6054806101,3570108
MX,Mexico,Latin America & Caribbean,Upper middle income,2008,1.10999E+12,113661809
MK,FYROM,Europe & Central Asia,Upper middle income,2008,9909548411,2067378
MT,Malta,Middle East & North Africa,High income,2008,8977149553,409379
ME,Montenegro,Europe & Central Asia,Upper middle income,2008,4545674528,616969
NL,Netherlands,Europe & Central Asia,High income,2008,9.36228E+11,16445593
NO,Norway,Europe & Central Asia,High income,2008,4.60137E+11,4768212
NZ,New Zealand,East Asia & Pacific,High income,2008,1.3328E+11,4259800
PE,Peru,Latin America & Caribbean,Upper middle income,2008,1.21073E+11,28641980
PL,Poland,Europe & Central Asia,High income,2008,5.33816E+11,38125759
PT,Portugal,Europe & Central Asia,High income,2008,2.62008E+11,10558177
AR,Argentina,Latin America & Caribbean,High income,2008,3.61558E+11,40382389
QA,Qatar,Middle East & North Africa,High income,2008,1.15264E+11,1389342
CN,China,East Asia & Pacific,Upper middle income,2008,4.67438E+12,1324655000
RO,Romania,Europe & Central Asia,Upper middle income,2008,2.13605E+11,20537875
RU,Russian Federation,Europe & Central Asia,Upper middle income,2008,1.66085E+12,142742350
SG,Singapore,East Asia & Pacific,High income,2008,1.92226E+11,4839396
SK,Slovak Republic,Europe & Central Asia,High income,2008,1.00325E+11,5379233
SI,Slovenia,Europe & Central Asia,High income,2008,55487199092,2021316
SE,Sweden,Europe & Central Asia,High income,2008,5.13966E+11,9219637
TH,Thailand,East Asia & Pacific,Upper middle income,2008,2.88286E+11,66545760
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2008,27871587350,1315372
TN,Tunisia,Middle East & North Africa,Lower middle income,2008,44856586316,10407336
TR,Turkey,Europe & Central Asia,Upper middle income,2008,7.64336E+11,70440032
UY,Uruguay,Latin America & Caribbean,High income,2008,30366213119,3350824
US,United States,North America,High income,2008,1.47427E+13,304093966
VN,Vietnam,East Asia & Pacific,Lower middle income,2008,99130304099,86707801
AL,Albania,Europe & Central Asia,Upper middle income,2009,12044208086,2927519
AE,United Arab Emirates,Middle East & North Africa,High income,2009,2.53547E+11,7666393
AU,Australia,East Asia & Pacific,High income,2009,9.26608E+11,21691700
AT,Austria,Europe & Central Asia,High income,2009,4.00172E+11,8343323
BE,Belgium,Europe & Central Asia,High income,2009,4.84553E+11,10796493
BG,Bulgaria,Europe & Central Asia,Upper middle income,2009,51884481410,7444443
BR,Brazil,Latin America & Caribbean,Upper middle income,2009,1.68306E+12,194895996
CA,Canada,North America,High income,2009,1.37115E+12,33628571
CH,Switzerland,Europe & Central Asia,High income,2009,5.38894E+11,7743831
CL,Chile,Latin America & Caribbean,High income,2009,1.72389E+11,16829442
CO,Colombia,Latin America & Caribbean,Upper middle income,2009,2.32494E+11,45416181
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2009,30562361123,4488263
CZ,Czech Republic,Europe & Central Asia,High income,2009,2.0755E+11,10443936
DE,Germany,Europe & Central Asia,High income,2009,3.39818E+12,81902307
DK,Denmark,Europe & Central Asia,High income,2009,3.21241E+11,5523095
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2009,48376555306,9767758
DZ,Algeria,Middle East & North Africa,Upper middle income,2009,1.37211E+11,35465760
ES,Spain,Europe & Central Asia,High income,2009,1.4991E+12,46362946
EE,Estonia,Europe & Central Asia,High income,2009,19652492637,1334515
FI,Finland,Europe & Central Asia,High income,2009,2.50695E+11,5338871
FR,France,Europe & Central Asia,High income,2009,2.69022E+12,64707044
GB,United Kingdom,Europe & Central Asia,High income,2009,2.38283E+12,62276270
GE,Georgia,Europe & Central Asia,Lower middle income,2009,10766809096,3814419
GR,Greece,Europe & Central Asia,High income,2009,3.3E+11,11107017
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2009,2.14046E+11,6972800
HR,Croatia,Europe & Central Asia,High income,2009,62812990984,4305181
HU,Hungary,Europe & Central Asia,High income,2009,1.31785E+11,10022650
ID,Indonesia,East Asia & Pacific,Lower middle income,2009,5.3958E+11,239340478
IE,Ireland,Europe & Central Asia,High income,2009,2.36311E+11,4535375
IS,Iceland,Europe & Central Asia,High income,2009,12944114736,318499
IL,Israel,Middle East & North Africa,High income,2009,2.08115E+11,7485600
IT,Italy,Europe & Central Asia,High income,2009,2.18516E+12,59095365
JO,Jordan,Middle East & North Africa,Upper middle income,2009,23820230000,6821116
JP,Japan,East Asia & Pacific,High income,2009,5.23138E+12,128047000
KR,"Korea, Rep.",East Asia & Pacific,High income,2009,9.01935E+11,49307835
XK,Kosovo,Europe & Central Asia,Lower middle income,2009,5653792720,1761474
LB,Lebanon,Middle East & North Africa,Upper middle income,2009,35477299024,4183156
LT,Lithuania,Europe & Central Asia,High income,2009,37391496120,3162916
LU,Luxembourg,Europe & Central Asia,High income,2009,51370543206,497783
LV,Latvia,Europe & Central Asia,High income,2009,26169854045,2141669
MO,"Macao SAR, China",East Asia & Pacific,High income,2009,21475520709,525313
MD,Moldova,Europe & Central Asia,Lower middle income,2009,5439422031,3565604
MX,Mexico,Latin America & Caribbean,Upper middle income,2009,9.00045E+11,115505228
MK,FYROM,Europe & Central Asia,Upper middle income,2009,9401731496,2069093
MT,Malta,Middle East & North Africa,High income,2009,8528202278,412477
ME,Montenegro,Europe & Central Asia,Upper middle income,2009,4159330370,618294
NL,Netherlands,Europe & Central Asia,High income,2009,8.57933E+11,16530388
NO,Norway,Europe & Central Asia,High income,2009,3.86622E+11,4828726
NZ,New Zealand,East Asia & Pacific,High income,2009,1.22318E+11,4302600
PE,Peru,Latin America & Caribbean,Upper middle income,2009,1.20823E+11,29001507
PL,Poland,Europe & Central Asia,High income,2009,4.39796E+11,38151603
PT,Portugal,Europe & Central Asia,High income,2009,2.44509E+11,10568247
AR,Argentina,Latin America & Caribbean,High income,2009,3.32976E+11,40799407
QA,Qatar,Middle East & North Africa,High income,2009,97798351648,1590780
CN,China,East Asia & Pacific,Upper middle income,2009,5.10995E+12,1331260000
RO,Romania,Europe & Central Asia,Upper middle income,2009,1.72612E+11,20367487
RU,Russian Federation,Europe & Central Asia,Upper middle income,2009,1.22264E+12,142785342
SG,Singapore,East Asia & Pacific,High income,2009,1.9219E+11,4987573
SK,Slovak Republic,Europe & Central Asia,High income,2009,88964633503,5386406
SI,Slovenia,Europe & Central Asia,High income,2009,50244793832,2039669
SE,Sweden,Europe & Central Asia,High income,2009,4.29657E+11,9298515
TH,Thailand,East Asia & Pacific,Upper middle income,2009,2.82266E+11,66881867
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2009,19172165226,1321618
TN,Tunisia,Middle East & North Africa,Lower middle income,2009,43516368607,10521834
TR,Turkey,Europe & Central Asia,Upper middle income,2009,6.4464E+11,71339185
UY,Uruguay,Latin America & Caribbean,High income,2009,31660911277,3362755
US,United States,North America,High income,2009,1.44187E+13,306771529
VN,Vietnam,East Asia & Pacific,Lower middle income,2009,1.06015E+11,87565407
AL,Albania,Europe & Central Asia,Upper middle income,2010,11926957255,2913021
AE,United Arab Emirates,Middle East & North Africa,High income,2010,2.89787E+11,8270684
AU,Australia,East Asia & Pacific,High income,2010,1.14426E+12,22031750
AT,Austria,Europe & Central Asia,High income,2010,3.94383E+11,8363404
BE,Belgium,Europe & Central Asia,High income,2010,4.83548E+11,10895586
BG,Bulgaria,Europe & Central Asia,Upper middle income,2010,50610058210,7395599
BR,Brazil,Latin America & Caribbean,Upper middle income,2010,2.20887E+12,196796269
CA,Canada,North America,High income,2010,1.61346E+12,34005274
CH,Switzerland,Europe & Central Asia,High income,2010,5.83783E+11,7824909
CL,Chile,Latin America & Caribbean,High income,2010,2.18538E+11,16993354
CO,Colombia,Latin America & Caribbean,Upper middle income,2010,2.85358E+11,45918097
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2010,37268635287,4545280
CZ,Czech Republic,Europe & Central Asia,High income,2010,2.07478E+11,10474410
DE,Germany,Europe & Central Asia,High income,2010,3.41709E+12,81776930
DK,Denmark,Europe & Central Asia,High income,2010,3.21995E+11,5547683
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2010,53982886258,9897985
DZ,Algeria,Middle East & North Africa,Upper middle income,2010,1.61703E+11,36117637
ES,Spain,Europe & Central Asia,High income,2010,1.43162E+12,46576897
EE,Estonia,Europe & Central Asia,High income,2010,19490936349,1331475
FI,Finland,Europe & Central Asia,High income,2010,2.4884E+11,5363352
FR,France,Europe & Central Asia,High income,2010,2.64261E+12,65027507
GB,United Kingdom,Europe & Central Asia,High income,2010,2.4529E+12,62766365
GE,Georgia,Europe & Central Asia,Lower middle income,2010,11638536862,3786695
GR,Greece,Europe & Central Asia,High income,2010,2.98002E+11,11121341
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2010,2.28638E+11,7024200
HR,Croatia,Europe & Central Asia,High income,2010,59844207749,4295427
HU,Hungary,Europe & Central Asia,High income,2010,1.30923E+11,10000023
ID,Indonesia,East Asia & Pacific,Lower middle income,2010,7.55094E+11,242524123
IE,Ireland,Europe & Central Asia,High income,2010,2.22134E+11,4560155
IS,Iceland,Europe & Central Asia,High income,2010,13683689802,318041
IL,Israel,Middle East & North Africa,High income,2010,2.33731E+11,7623600
IT,Italy,Europe & Central Asia,High income,2010,2.12506E+12,59277417
JO,Jordan,Middle East & North Africa,Upper middle income,2010,26425379437,7182390
JP,Japan,East Asia & Pacific,High income,2010,5.7001E+12,128070000
KR,"Korea, Rep.",East Asia & Pacific,High income,2010,1.0945E+12,49554112
XK,Kosovo,Europe & Central Asia,Lower middle income,2010,5830463576,1775680
LB,Lebanon,Middle East & North Africa,Upper middle income,2010,38419626605,4337141
LT,Lithuania,Europe & Central Asia,High income,2010,37120517694,3097282
LU,Luxembourg,Europe & Central Asia,High income,2010,53212476812,506953
LV,Latvia,Europe & Central Asia,High income,2010,23757368290,2097555
MO,"Macao SAR, China",East Asia & Pacific,High income,2010,28123640999,536969
MD,Moldova,Europe & Central Asia,Lower middle income,2010,5811604052,3562045
MX,Mexico,Latin America & Caribbean,Upper middle income,2010,1.0578E+12,117318941
MK,FYROM,Europe & Central Asia,Upper middle income,2010,9407168702,2070739
MT,Malta,Middle East & North Africa,High income,2010,8746249964,414508
ME,Montenegro,Europe & Central Asia,Upper middle income,2010,4139192053,619428
NL,Netherlands,Europe & Central Asia,High income,2010,8.46555E+11,16615394
NO,Norway,Europe & Central Asia,High income,2010,4.29131E+11,4889252
NZ,New Zealand,East Asia & Pacific,High income,2010,1.46584E+11,4350700
PE,Peru,Latin America & Caribbean,Upper middle income,2010,1.47529E+11,29373646
PL,Poland,Europe & Central Asia,High income,2010,4.79258E+11,38042794
PT,Portugal,Europe & Central Asia,High income,2010,2.38303E+11,10573100
AR,Argentina,Latin America & Caribbean,High income,2010,4.23627E+11,41223889
QA,Qatar,Middle East & North Africa,High income,2010,1.25122E+11,1779676
CN,China,East Asia & Pacific,Upper middle income,2010,6.10062E+12,1337705000
RO,Romania,Europe & Central Asia,Upper middle income,2010,1.66225E+11,20246871
RU,Russian Federation,Europe & Central Asia,Upper middle income,2010,1.52492E+12,142849449
SG,Singapore,East Asia & Pacific,High income,2010,2.36422E+11,5076732
SK,Slovak Republic,Europe & Central Asia,High income,2010,89501012916,5391428
SI,Slovenia,Europe & Central Asia,High income,2010,47958963314,2048583
SE,Sweden,Europe & Central Asia,High income,2010,4.88909E+11,9378126
TH,Thailand,East Asia & Pacific,Upper middle income,2010,3.41105E+11,67208808
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2010,22157253321,1328100
TN,Tunisia,Middle East & North Africa,Lower middle income,2010,44050929160,10639931
TR,Turkey,Europe & Central Asia,Upper middle income,2010,7.71902E+11,72326914
UY,Uruguay,Latin America & Caribbean,High income,2010,40284481652,3374415
US,United States,North America,High income,2010,1.49921E+13,309326085
VN,Vietnam,East Asia & Pacific,Lower middle income,2010,1.15932E+11,88472512
AL,Albania,Europe & Central Asia,Upper middle income,2011,12890866743,2905195
AE,United Arab Emirates,Middle East & North Africa,High income,2011,3.50666E+11,8672475
AU,Australia,East Asia & Pacific,High income,2011,1.39428E+12,22340024
AT,Austria,Europe & Central Asia,High income,2011,4.3112E+11,8391643
BE,Belgium,Europe & Central Asia,High income,2011,5.27008E+11,11038264
BG,Bulgaria,Europe & Central Asia,Upper middle income,2011,57418414504,7348328
BR,Brazil,Latin America & Caribbean,Upper middle income,2011,2.6162E+12,198686688
CA,Canada,North America,High income,2011,1.78865E+12,34342780
CH,Switzerland,Europe & Central Asia,High income,2011,6.9958E+11,7912398
CL,Chile,Latin America & Caribbean,High income,2011,2.52252E+11,17153357
CO,Colombia,Latin America & Caribbean,Upper middle income,2011,3.34454E+11,46406646
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2011,42262697840,4600474
CZ,Czech Republic,Europe & Central Asia,High income,2011,2.27948E+11,10496088
DE,Germany,Europe & Central Asia,High income,2011,3.7577E+12,80274983
DK,Denmark,Europe & Central Asia,High income,2011,3.44003E+11,5570572
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2011,57811180659,10027095
DZ,Algeria,Middle East & North Africa,Upper middle income,2011,2.00019E+11,36819558
ES,Spain,Europe & Central Asia,High income,2011,1.48807E+12,46742697
EE,Estonia,Europe & Central Asia,High income,2011,23170239901,1327439
FI,Finland,Europe & Central Asia,High income,2011,2.73674E+11,5388272
FR,France,Europe & Central Asia,High income,2011,2.86141E+12,65342775
GB,United Kingdom,Europe & Central Asia,High income,2011,2.6349E+12,63258918
GE,Georgia,Europe & Central Asia,Lower middle income,2011,14434619972,3756441
GR,Greece,Europe & Central Asia,High income,2011,2.87798E+11,11104899
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2011,2.48514E+11,7071600
HR,Croatia,Europe & Central Asia,High income,2011,62583915553,4280622
HU,Hungary,Europe & Central Asia,High income,2011,1.40782E+11,9971727
ID,Indonesia,East Asia & Pacific,Lower middle income,2011,8.92969E+11,245707511
IE,Ireland,Europe & Central Asia,High income,2011,2.37571E+11,4580084
IS,Iceland,Europe & Central Asia,High income,2011,15158548597,319014
IL,Israel,Middle East & North Africa,High income,2011,2.61719E+11,7765800
IT,Italy,Europe & Central Asia,High income,2011,2.27629E+12,59379449
JO,Jordan,Middle East & North Africa,Upper middle income,2011,29007789148,7574943
JP,Japan,East Asia & Pacific,High income,2011,6.1506E+12,127833000
KR,"Korea, Rep.",East Asia & Pacific,High income,2011,1.20246E+12,49936638
XK,Kosovo,Europe & Central Asia,Lower middle income,2011,6668215046,1791000
LB,Lebanon,Middle East & North Africa,Upper middle income,2011,40415100210,4588368
LT,Lithuania,Europe & Central Asia,High income,2011,43476873413,3028115
LU,Luxembourg,Europe & Central Asia,High income,2011,59753103081,518347
LV,Latvia,Europe & Central Asia,High income,2011,28223552825,2059709
MO,"Macao SAR, China",East Asia & Pacific,High income,2011,36709860068,549439
MD,Moldova,Europe & Central Asia,Lower middle income,2011,7015206498,3559986
MX,Mexico,Latin America & Caribbean,Upper middle income,2011,1.18049E+12,119090017
MK,FYROM,Europe & Central Asia,Upper middle income,2011,10494632699,2072383
MT,Malta,Middle East & North Africa,High income,2011,9505636642,416268
ME,Montenegro,Europe & Central Asia,Upper middle income,2011,4525092177,620079
NL,Netherlands,Europe & Central Asia,High income,2011,9.04086E+11,16693074
NO,Norway,Europe & Central Asia,High income,2011,4.98832E+11,4953088
NZ,New Zealand,East Asia & Pacific,High income,2011,1.68462E+11,4384000
PE,Peru,Latin America & Caribbean,Upper middle income,2011,1.726E+11,29759989
PL,Poland,Europe & Central Asia,High income,2011,5.28725E+11,38063255
PT,Portugal,Europe & Central Asia,High income,2011,2.44895E+11,10557560
AR,Argentina,Latin America & Caribbean,High income,2011,5.30163E+11,41656879
QA,Qatar,Middle East & North Africa,High income,2011,1.67371E+11,1952054
CN,China,East Asia & Pacific,Upper middle income,2011,7.57255E+12,1344130000
RO,Romania,Europe & Central Asia,Upper middle income,2011,1.83443E+11,20147528
RU,Russian Federation,Europe & Central Asia,Upper middle income,2011,2.05166E+12,142960868
SG,Singapore,East Asia & Pacific,High income,2011,2.75427E+11,5183688
SK,Slovak Republic,Europe & Central Asia,High income,2011,98181259740,5398384
SI,Slovenia,Europe & Central Asia,High income,2011,51290792018,2052843
SE,Sweden,Europe & Central Asia,High income,2011,5.61041E+11,9449213
TH,Thailand,East Asia & Pacific,Upper middle income,2011,3.70819E+11,67530130
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2011,25366520907,1334788
TN,Tunisia,Middle East & North Africa,Lower middle income,2011,45810626509,10761467
TR,Turkey,Europe & Central Asia,Upper middle income,2011,8.42241E+11,73409455
UY,Uruguay,Latin America & Caribbean,High income,2011,47962439304,3385624
US,United States,North America,High income,2011,1.56178E+13,311580009
VN,Vietnam,East Asia & Pacific,Lower middle income,2011,1.35539E+11,89436644
AL,Albania,Europe & Central Asia,Upper middle income,2012,12319784886,2900401
AE,United Arab Emirates,Middle East & North Africa,High income,2012,3.74591E+11,8900453
AU,Australia,East Asia & Pacific,High income,2012,1.54341E+12,22733465
AT,Austria,Europe & Central Asia,High income,2012,4.09425E+11,8429991
BE,Belgium,Europe & Central Asia,High income,2012,4.97884E+11,11106932
BG,Bulgaria,Europe & Central Asia,Upper middle income,2012,53903022339,7305888
BR,Brazil,Latin America & Caribbean,Upper middle income,2012,2.46519E+12,200560983
CA,Canada,North America,High income,2012,1.82429E+12,34750545
CH,Switzerland,Europe & Central Asia,High income,2012,6.68044E+11,7996861
CL,Chile,Latin America & Caribbean,High income,2012,2.67122E+11,17309746
CO,Colombia,Latin America & Caribbean,Upper middle income,2012,3.70574E+11,46881475
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2012,46473128285,4654122
CZ,Czech Republic,Europe & Central Asia,High income,2012,2.07585E+11,10510785
DE,Germany,Europe & Central Asia,High income,2012,3.54398E+12,80425823
DK,Denmark,Europe & Central Asia,High income,2012,3.27289E+11,5591572
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2012,60657780261,10154950
DZ,Algeria,Middle East & North Africa,Upper middle income,2012,2.09059E+11,37565847
ES,Spain,Europe & Central Asia,High income,2012,1.33654E+12,46773055
EE,Estonia,Europe & Central Asia,High income,2012,23043864510,1322696
FI,Finland,Europe & Central Asia,High income,2012,2.56706E+11,5413971
FR,France,Europe & Central Asia,High income,2012,2.68383E+12,65659789
GB,United Kingdom,Europe & Central Asia,High income,2012,2.67661E+12,63700300
GE,Georgia,Europe & Central Asia,Lower middle income,2012,15636127693,3728874
GR,Greece,Europe & Central Asia,High income,2012,2.45422E+11,11045011
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2012,2.62629E+11,7150100
HR,Croatia,Europe & Central Asia,High income,2012,56548374546,4267558
HU,Hungary,Europe & Central Asia,High income,2012,1.27857E+11,9920362
ID,Indonesia,East Asia & Pacific,Lower middle income,2012,9.1787E+11,248883232
IE,Ireland,Europe & Central Asia,High income,2012,2.24882E+11,4599533
IS,Iceland,Europe & Central Asia,High income,2012,14724078264,320716
IL,Israel,Middle East & North Africa,High income,2012,2.57436E+11,7910500
IT,Italy,Europe & Central Asia,High income,2012,2.07282E+12,59539717
JO,Jordan,Middle East & North Africa,Upper middle income,2012,30810319164,7992573
JP,Japan,East Asia & Pacific,High income,2012,6.20321E+12,127629000
KR,"Korea, Rep.",East Asia & Pacific,High income,2012,1.22281E+12,50199853
XK,Kosovo,Europe & Central Asia,Lower middle income,2012,6499935757,1805200
LB,Lebanon,Middle East & North Africa,Upper middle income,2012,44047334184,4916404
LT,Lithuania,Europe & Central Asia,High income,2012,42848195256,2987773
LU,Luxembourg,Europe & Central Asia,High income,2012,56677961787,530946
LV,Latvia,Europe & Central Asia,High income,2012,28119996053,2034319
MO,"Macao SAR, China",East Asia & Pacific,High income,2012,43031577366,562531
MD,Moldova,Europe & Central Asia,Lower middle income,2012,7284686576,3559519
MX,Mexico,Latin America & Caribbean,Upper middle income,2012,1.20109E+12,120828307
MK,FYROM,Europe & Central Asia,Upper middle income,2012,9745251126,2074036
MT,Malta,Middle East & North Africa,High income,2012,9205742002,420028
ME,Montenegro,Europe & Central Asia,Upper middle income,2012,4087724528,620601
NL,Netherlands,Europe & Central Asia,High income,2012,8.38971E+11,16754962
NO,Norway,Europe & Central Asia,High income,2012,5.1137E+11,5018573
NZ,New Zealand,East Asia & Pacific,High income,2012,1.76193E+11,4408100
PE,Peru,Latin America & Caribbean,Upper middle income,2012,1.92649E+11,30158966
PL,Poland,Europe & Central Asia,High income,2012,5.00284E+11,38063164
PT,Portugal,Europe & Central Asia,High income,2012,2.16368E+11,10514844
AR,Argentina,Latin America & Caribbean,High income,2012,5.45982E+11,42096739
QA,Qatar,Middle East & North Africa,High income,2012,1.86834E+11,2109568
CN,China,East Asia & Pacific,Upper middle income,2012,8.56055E+12,1350695000
RO,Romania,Europe & Central Asia,Upper middle income,2012,1.71196E+11,20058035
RU,Russian Federation,Europe & Central Asia,Upper middle income,2012,2.22021E+12,143201676
SG,Singapore,East Asia & Pacific,High income,2012,2.90224E+11,5312437
SK,Slovak Republic,Europe & Central Asia,High income,2012,93413992956,5407579
